67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
67,67,67,67,67
